genome	completeness	contamination	quality	5S_rRNA	SSU_rRNA	LSU_rRNA	tRNA	MIMAG_quality	GC	N50	size	gtdb.tax	ncbi.tax	LDA.group	LDA.score	LDA.p	AMO	HAO	NXR	NAP	NAR	NAS	NIR	PPK1	PPK2	PPX	protein.num	Cd_O_coverM	Ni_O_coverM	Cr_O_coverM	Cd_L_1_coverM	Cd_L_2_coverM	Cd_L_3_coverM	Cd_M_1_coverM	Cd_M_2_coverM	Cd_M_3_coverM	Cd_H_1_coverM	Cd_H_2_coverM	Cd_H_3_coverM	Ni_L_1_coverM	Ni_L_2_coverM	Ni_L_3_coverM	Ni_M_1_coverM	Ni_M_2_coverM	Ni_M_3_coverM	Ni_H_1_coverM	Ni_H_2_coverM	Ni_H_3_coverM	Cr_L_1_coverM	Cr_L_2_coverM	Cr_L_3_coverM	Cr_M_1_coverM	Cr_M_2_coverM	Cr_M_3_coverM	Cr_H_1_coverM	Cr_H_2_coverM	Cr_H_3_coverM	CK_1_coverM	CK_2_coverM	CK_3_coverM	s6_coverM	s14_coverM	s15_coverM	s26_coverM	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3	s6	s14	s15	s26
MAG-254	82.63	2.136	71.95	Present	Present	Absent	17	Medium	0.538	6729	6273080	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.08682722	0.036003172	0.14082138	0.17086013	0.18165374	0.18316156	0.1515114	0.14742403	0.14545724	0.004236947	0.004227765	0.004464343	0.033769563	0.03323194	0.035414517	0.1400916	0.156163	0.15913796	0.00731853	0.007823758	0.007426394	0.040741753	0.02955574	0.029097829	0.028787049	0.03075145	0.030704735	9.14E-04	7.63E-04	8.71E-04	0.080600634	0.14008683	0.14642785	0.017211054	0.22423452	0.072728805	0.047625426	4.05648	1.816509	6.353175	6.076248	6.745892	6.810985	5.074483	5.151502	5.209614	0.141942	0.13197	0.153626	1.083686	1.121366	1.148294	4.894176	6.164929	6.135955	0.225309	0.24612	0.222015	1.52182	1.193102	1.106121	0.944709	1.073601	1.061876	0	0	0	4.784275	5.460279	4.92794	0.585196	7.758722	2.427448	2.040011
MAG-255	97.31	6.03	67.16	Absent	Absent	Absent	21	Medium	0.694	11733	6171741	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	Cr	2.81300853	1.02E-05	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	0	0.001697876	0.00127155	0.00193473	0.002230878	0.00221705	0.002279269	0.005764632	0.005771135	0.005697539	0.001377169	0.001352505	0.0014645	6.81E-04	6.82E-04	7.18E-04	7.19E-04	8.91E-04	8.88E-04	4.78E-04	4.71E-04	4.62E-04	0.059661772	0.009522934	0.010218919	0.09529585	0.11179639	0.11480351	0.09597126	0.09796519	0.09951042	0.002068361	0.001720398	0.003795723	0.001749545	0.004138996	7.80E-04	0.001803773	0.049107	0.0232	0.083114	0.048142	0.05085	0.057728	0.196863	0.214022	0.203227	0.034391	0	0	0	0	0	0	0	0	0	0	0	2.122079	0.331211	0.351594	3.095375	3.806139	3.846807	2.943856	3.259364	3.371561	0.084071	0.056057	0.136462	0	0.146775	0	0.033826
MAG-256	96.58	5.128	70.94	Present	Present	Present	21	Medium	0.7	43511	5034211	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	-	-	-	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	0	0.036676913	0.031384204	0.05191447	0.07023569	0.07083431	0.07217033	0.05672345	0.057410523	0.057040263	0.009130084	0.008956758	0.008675815	0.017352255	0.017019657	0.016564986	0.032567915	0.047087304	0.045942184	0.005726683	0.006156	0.006547796	0.04529603	0.008484972	0.009047789	0.046329904	0.051274106	0.05312715	0.022670034	0.021650925	0.021829275	0.09891406	0.08293415	0.16479738	0.001355789	0.059473388	0.02745419	0.010838417	1.728698	1.577585	2.341393	2.385347	2.512473	2.603365	1.791983	1.946933	1.974088	0.304632	0.322266	0.314344	0.511208	0.55895	0.536169	1.097094	1.824542	1.702805	0.18157	0.199581	0.216484	1.591854	0.324272	0.358235	1.517619	1.76505	1.774131	0.694497	0.693574	0.715443	5.859752	3.112771	5.145005	0.033066	1.932306	0.887444	0.447379
MAG-257	83.22	1.709	74.675	Absent	Absent	Absent	20	Medium	0.696	7160	5072653	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Fen-183;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	Cd	2.650351704	1.39E-06	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.020486675	0.003740112	0.043720238	0.024703609	0.032071356	0.032069277	0.07420185	0.09375081	0.09625589	0.030263089	0.03410278	0.032692015	7.18E-04	6.90E-04	5.80E-04	9.94E-04	0.00143295	0.001283749	4.28E-04	3.65E-04	4.70E-04	4.07E-04	5.20E-04	4.97E-04	5.21E-04	4.48E-04	4.87E-04	5.95E-04	5.58E-04	5.33E-04	0.015705202	0.015728585	0.012829132	0.00199318	0.10013873	0.003313499	0.001138687	0.958896	0.158375	1.96597	0.847666	1.152814	1.171831	2.356286	3.169487	3.328609	1.148842	1.326921	1.290576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9369	0.597252	0.409704	0.038479	3.24283	0.09551	0
MAG-258	61.5	0	61.5	Present	Present	Present	20	Medium	0.559	326475	850396	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__UBA10103;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Cr	2.930774714	6.19E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	0	0.001522963	9.77E-04	0.001453449	0.003698635	0.004040314	0.003807304	0.003764034	0.004019242	0.004241061	0.006767503	0.007986409	0.006606349	0.001321571	0.001609513	0.001341232	0.001186846	0.001053614	0.001457911	3.36E-04	4.72E-04	3.05E-04	0.10982746	0.06328233	0.059722964	0.119361036	0.12828481	0.12837891	0.10021641	0.09024262	0.09210977	0.001161339	0.00236193	0.001094256	0.024286676	0.002566332	9.85E-04	0.001766058	0.005891	0.004437	0.012175	0.014053	0.005207	0.008901	0.013218	0.008009	0.004778	0.001634	0.004425	0	0.002333	0.003153	0	0.010402	0.011718	0.002286	0	0.002044	0	3.588976	2.374398	2.197183	3.873084	4.279335	4.316696	3.013199	2.938558	2.966619	0.014181	0.025693	0.024426	0.794569	0.008285	0.004592	0.016472
MAG-259	68.97	0	68.97	Present	Present	Present	20	Medium	0.579	1287937	1437857	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	-	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	0	1.90E-04	1.08E-04	2.35E-04	0	0	0	1.08E-04	0	0	0	2.08E-04	0	0	0	0	0	0	0	0	0	0	0.054430384	2.77E-04	3.22E-04	1.4304559	1.469636	1.4676774	0.065550216	0.054035008	0.05772634	1.71E-04	0	0	0	1.02E-04	0	0	0.03548	0.015807	0.029838	0.010678	0.007969	0.011527	0.008403	0.008005	0.004238	0.005795	0.002528	0.007097	0.005953	0.008561	0.007713	0.005315	0.005578	0.003474	0.003592	0.003128	0.001257	1.927933	0.01547	0.023618	45.45325	49.007185	48.212521	1.947893	1.795762	1.906746	0.030518	0.010847	0.013277	0.008982	0.017319	0.003606	0.010578
MAG-260	68.91	1.98	59.01	Absent	Present	Absent	16	Medium	0.485	17857	1349103	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Cr	3.558928482	8.68E-07	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	0	1.26E-04	0	1.18E-04	0	0	0	8.05E-05	0	0	0	1.48E-04	0	0	0	0	0	0	0	0	0	9.57E-05	0.2109814	0.020546306	0.019003972	1.1330258	1.071647	1.0645543	0.1623971	0.15289555	0.14744255	1.56E-04	0	0	1.47E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.604979	0.745524	0.760525	36.834421	36.96331	35.869697	4.923783	5.31413	5.101695	0	0	0	0	0	0	0
MAG-261	78.58	0.345	76.855	Absent	Absent	Absent	17	Medium	0.662	4598	4121885	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__;f__;g__;s__	CK	2.676027603	1.05E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	1	0.048564076	0.025254127	0.048858825	0.006009616	0.007812191	0.007730625	0.003827202	0.003597188	0.003531815	0.001688524	0.002534682	0.002565864	0.002840279	0.002913309	0.002944024	0.00721752	0.006405772	0.005901046	0.006755017	0.00731478	0.007871751	0.012890911	0.009803842	0.009805855	0.022096684	0.018956421	0.020311376	0.019713406	0.017425107	0.018250678	0.17931071	0.027154481	0.015046224	0.009115972	0.003751886	0.005316444	0.007076616	2.2372905	1.229348	2.185153	0.168371	0.241073	0.213899	0.088327	0	0	0	0	0	0.063587	0	0	0.228001	0.23568	0.203105	0.218423	0.2283255	0.249228	0.454919	0.367385	0.355448	0.752103	0.632103	0.692284	0.592786	0.591587	0.624995	10.5675945	1.0205485	0.4917195	0.307336	0.094774	0.163386	0.298998
MAG-262	90	1.818	80.91	Present	Present	Absent	20	Medium	0.594	12462	6638298	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__GCA-2702065;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.05942277	0.033400945	0.054723963	0.062220912	0.052843243	0.055586286	0.035725515	0.024997648	0.024664938	0.006441976	0.006836704	0.007281618	0.012078426	0.009922754	0.010120516	0.014846087	0.013591838	0.013929733	0.002032612	0.002324738	0.00206756	0.052404553	0.044528652	0.044185687	0.03902219	0.016612487	0.015822744	0.045669924	0.032526124	0.032361615	0.03296194	0.033388898	0.07146555	0.07173394	0.07174131	0.020294456	0.21859829	2.696445	1.603161	2.379448	2.120442	1.857299	1.985193	1.120245	0.822174	0.82516	0.222309	0.243994	0.258292	0.3619515	0.31934	0.297523	0.468319	0.485628	0.494584	0.054767	0.053601	0.047133	1.809595	1.719983	1.658174	1.260593	0.540814	0.503823	1.291688	1.013985	0.988651	1.896328	1.227838	2.215813	2.414708	2.331318	0.644415	8.845969
MAG-263	75.45	4.506	52.92	Present	Present	Present	18	Medium	0.553	8731	5176666	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	0	0.024571806	0.02647856	0.024441125	0.063176	0.060319647	0.06164664	0.03817662	0.029784855	0.030044582	0.02837905	0.02930018	0.028404064	0.028220449	0.02778265	0.02868159	0.02257407	0.01976271	0.019688956	0.026669001	0.029867185	0.02887125	0.39143056	0.26644835	0.25556898	0.041915882	0.015417062	0.015278519	0.78688467	0.5645107	0.5392744	0.06510929	0.07064278	0.100087896	0.2114072	0.09645655	0.06198701	0.19923705	0.848629	0.972715	0.845985	1.934011	1.913694	2.039623	1.012958	0.786406	0.811613	0.826777	0.867438	0.86232	0.550087	0.565996	0.549924	0.384656	0.305023	0.305456	0.57702	0.69284	0.635278	13.76245	10.207771	9.432255	1.238449	0.36585	0.3496	23.624101	18.423603	17.97654	3.516198	2.432517	2.955725	7.011597	2.885363	1.643277	7.879773
MAG-264	79.05	0.991	74.095	Absent	Present	Absent	20	Medium	0.61	10320	5392963	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.022853978	0.021760445	0.019796535	0.025699979	0.021995092	0.02278177	0.021458618	0.022190537	0.021882735	0.018505592	0.018241523	0.017839227	0.02232102	0.023182403	0.022582116	0.019924331	0.018505149	0.017322764	0.019847948	0.019492952	0.020256558	0.086645454	0.06069327	0.060479235	0.03597701	0.021861365	0.021370964	0.110149756	0.08783903	0.08649444	0.015875177	0.021025017	0.089490525	0.044571612	0.029471826	0.02413155	0.20075193	0.285367	0.173419	0.303367	0.373265	0.279804	0.31744	0.116929	0.068954	0.067651	0	0	0	0.037372	0.028805	0.039055	0.186273	0.17437	0.126383	0	0	0	2.712551	1.86693	1.852125	0.760325	0.290469	0.2735335	2.9854	2.501898	2.460134	0.34803	0.3318715	2.673198	1.27181	0.535989	0.226738	8.380491
MAG-265	87.27	0	87.27	Present	Absent	Absent	21	Medium	0.629	22618	5454579	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	Cr	2.712532167	4.30E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.005933778	0.004304261	0.003918841	0.01790923	0.016135013	0.016995274	0.001517399	0.001041833	0.001117273	6.53E-04	8.66E-04	8.88E-04	5.97E-04	6.28E-04	5.99E-04	2.83E-04	2.77E-04	2.21E-04	1.27E-04	1.51E-04	1.32E-04	0.108819656	0.09031133	0.08983014	0.013707385	0.004300338	0.004130554	0.082971394	0.07448306	0.074085034	0.007297138	0.004205628	0.00765374	0.043921284	0.023691557	0.001494314	0.12714933	0.273866	0.223394	0.180624	0.597579	0.561173	0.609531	0.044795	0.030564	0.029246	0.008388	0.01883	0.022054	0.01554	0.013532	0.008871	0	0	0	0	0	0	3.823628	3.471336	3.36915	0.458464	0.14665	0.144612	2.502607	2.465813	2.507475	0.439133	0.162107	0.249975	1.473522	0.753488	0.051356	5.175645
MAG-266	86.9	3.636	68.72	Absent	Absent	Absent	16	Medium	0.635	11314	3870835	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	Cr	2.81651469	7.26E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.00235247	9.53E-04	0.006661919	0.00216209	0.002349972	0.002327907	6.07E-04	6.52E-04	5.87E-04	1.99E-04	2.10E-04	2.51E-04	4.76E-04	4.85E-04	0.000510793	3.31E-04	2.61E-04	3.03E-04	1.85E-04	0	0	0.101772115	0.05418133	0.053893946	0.075546406	0.033786237	0.033370186	0.13797778	0.09358903	0.088747434	0.003715475	0.002853197	0.001191672	0.021504074	0.001375466	4.58E-04	5.68E-04	0.108622	0	0.325837	0.064482	0.072806	0.069674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.673884	2.110839	2.055722	2.525711	1.166692	1.107122	4.312971	3.175629	3.042786	0.221807	0.097535	0.030857	0.738385	0.038125	0	0
MAG-267	88.18	2	78.18	Present	Absent	Present	21	Medium	0.532	53684	3414213	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	1	0.011791234	0.003261403	0.021781038	0.02918031	0.03135784	0.033732824	0.047250535	0.027092757	0.028228864	0.003786373	0.004778827	0.004761778	1.67E-04	1.57E-04	1.76E-04	0.004416761	0.004310377	0.004485162	0	0	0	0.003036388	0.003137691	0.002998552	0.002719975	0.002431526	0.002504702	0.002015258	0.001320911	0.001283151	0.014596568	0.024608845	0.32958096	0.005297068	0.10318228	0.007678896	0.13528642	0.495028	0.150364	0.901841	0.974361	1.02819	1.134545	1.367429	0.855192	0.903655	0.130973	0.173511	0.162013	0.004129	0	0	0.141468	0.155251	0.160303	0	0	0	0.143547	0.154589	0.141206	0.120488	0.101021	0.123943	0.076275	0.047074	0.039704	0.826985	0.863119	10.010824	0.195957	3.188749	0.238195	5.48616
MAG-268	93.63	5.737	64.945	Present	Absent	Present	21	Medium	0.536	144739	4248356	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	CK	3.219821606	4.06E-06	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	0	0.08888104	0.02593637	0.15057223	0.15864752	0.16984388	0.17628029	0.23710386	0.14039764	0.14019166	0.05201224	0.05768122	0.058310933	0.002538515	0.002919612	0.002707643	0.007506323	0.00772035	0.007914115	5.27E-04	7.55E-04	6.56E-04	0.018679922	0.019499226	0.01853033	0.024642942	0.020621484	0.020869313	0.022662217	0.01949552	0.01922351	0.10437298	0.13277797	0.7536858	0.012688461	0.40012076	0.038895845	0.39980558	3.978387	1.19025	6.6538	5.318372	6.151159	6.357109	7.532164	4.654298	4.873453	1.930031	2.263294	2.343406	0.010191	0.015398	0.010636	0.171394	0.193036	0.189957	0.002652	0.00707	0.003789	0.34877	0.257629	0.247788	0.445392	0.346268	0.370674	0.414486	0.352364	0.341913	6.016025	4.995984	23.897944	0.159344	13.152512	1.247241	16.551901
MAG-269	75.4	0.909	70.855	Present	Present	Present	18	Medium	0.497	8015	2828418	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	Cr	2.824953136	7.81E-06	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	1	0.037978437	0.012107325	0.062239613	0.012654282	0.014120152	0.014159149	0.005610996	0.004114584	0.003511918	0.001139978	0.001277358	0.001380542	2.95E-04	2.90E-04	2.66E-04	8.19E-04	9.44E-04	8.16E-04	2.09E-04	1.87E-04	2.57E-04	0.07944926	0.068974756	0.06534091	0.121157795	0.09760779	0.095129155	0.056150142	0.046057962	0.044538144	0.062193867	0.014579835	0.012613533	0.08388311	0.017958216	0.002513109	0.028646506	1.754706	0.618203	2.842315	0.43082	0.501907	0.512736	0.162755	0.116969	0.092555	0	0	0	0	0	0	0	0	0	0	0	0	3.036156	2.7661	2.561506	4.107663	3.448606	3.256762	1.717009	1.494843	1.485008	3.790019	0.536963	0.335349	3.024951	0.590217	0.053094	1.137962
MAG-270	57.82	0.202	56.81	Present	Absent	Present	16	Medium	0.417	6559	1993260	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	Cr	3.404640071	1.03E-05	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	0	0.003572139	0.00211132	0.005466865	0.023472466	0.02402149	0.025185406	0.02315726	0.016294675	0.017003875	0.007272036	0.007561331	0.007873526	1.48E-04	1.67E-04	1.59E-04	0.004564487	0.004178942	0.004339096	8.90E-04	0.001102374	0.001003893	0.24982922	0.15427557	0.15012635	0.37022948	0.27565575	0.2683549	0.531377	0.4044463	0.36054602	0.007218856	0.020752383	0.28150687	0.045223013	0.055307604	0.014136842	1.2636789	0.072862	0	0.132684	0.706075	0.706236	0.765269	0.674045	0.4664455	0.54154	0.239085	0.217645	0.306615	0	0	0	0.105407	0.104733	0.101639	0	0	0	8.699988	5.8244	5.467213	12.0067135	9.136847	9.050324	16.049798	13.425482	12.132415	0.195416	0.601827	8.594264	1.4828065	1.694365	0.424757	51.51684
MAG-271	92.84	3.737	74.155	Absent	Absent	Absent	18	Medium	0.408	15930	3443583	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.03090963	0.021770643	0.055404868	0.05113634	0.04945883	0.052981585	0.014366147	0.00943164	0.010147646	0.002044287	0.002022371	0.002332303	2.24E-04	2.06E-04	3.05E-04	0.003653104	0.003327298	0.003245937	2.31E-04	2.50E-04	2.10E-04	0.051382598	0.042087134	0.041119944	0.06979174	0.048806615	0.04883555	0.091139995	0.066606894	0.0594929	0.057318233	0.113341965	0.19758703	0.051209178	0.039993294	0.018723935	0.30290493	1.225647	0.911367	2.119885	1.5200965	1.513582	1.659601	0.370228	0.25838	0.274914	0.025126	0.027775	0.039871	0	0	0	0.099369	0.097298	0.09681	0	0	0	1.352216	1.28097	1.220257	1.750212	1.301222	1.300406	2.244069	1.778513	1.5742805	2.853702	3.863704	5.467856	1.478477	1.012841	0.521112	10.827671
MAG-272	95.6	4.09	75.15	Absent	Absent	Absent	20	Medium	0.41	27838	3807601	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	CK	3.19303461	1.68E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.11178026	0.07200817	0.1741445	0.24408035	0.24190053	0.2572121	0.08316746	0.053469654	0.055146437	0.015923768	0.015131787	0.016325649	6.97E-04	6.86E-04	7.45E-04	0.013277055	0.010187193	0.010692509	0.002224206	0.001943511	0.001835746	0.22810471	0.20354462	0.19705176	0.25805607	0.13786206	0.13219014	0.27560416	0.18870422	0.16623823	0.16565663	0.38235793	0.31390172	0.22453865	0.29643178	0.06308893	0.39308578	4.840421	3.380244	7.196637	8.058423	8.330437	9.119847	2.380142	1.535868	1.660654	0.408025	0.401029	0.446725	0.009084	0	0	0.380374	0.324242	0.313251	0.044884	0.039055	0.029555	7.519776	7.530523	7.133171	7.586605	4.15687	3.869726	7.622109	5.66914	5.031901	9.108513	13.892941	9.067757	7.324042	9.214063	1.948274	13.753745
MAG-273	64.84	1.818	55.75	Absent	Absent	Absent	18	Medium	0.521	14744	2950059	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	Cr	2.856187993	6.88E-06	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	1	0.006320293	0.001268206	0.009340113	0.007191003	0.008328619	0.00895761	0.002061457	0.002009541	0.001691203	1.51E-04	1.69E-04	1.60E-04	0	0	0	0	0	0	0	0	0	0.10225126	0.08640203	0.08338307	0.14702345	0.13478006	0.13398767	0.029942282	0.024397196	0.025033541	0.009582619	0.004343827	0.004269434	0.035278626	0.014442121	1.60E-04	0.052382085	0.270833	0.047495	0.399315	0.23142	0.268137	0.322605	0.057369	0.040006	0.038037	0	0	0	0	0	0	0	0	0	0	0	0	3.81713	3.525884	3.275928	4.957733	4.678036	4.630644	0.918838	0.803161	0.854925	0.491532	0.163873	0.121761	1.26286	0.476293	0	2.41449
MAG-274	98.18	0.181	97.275	Present	Present	Present	21	High	0.493	561633	4877548	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	0	0.001107653	5.78E-04	0.001520973	0.008280573	0.007911583	0.008473297	0.010789457	0.010297443	0.010375536	1.04E-04	1.37E-04	1.39E-04	2.66E-04	0	0	4.08E-04	3.56E-04	3.50E-04	0	0	0	0.009013317	0.006204018	0.005764667	0.018646738	0.01715233	0.016719917	0.002468219	0.002034096	0.002127506	0.001896817	0.002138918	0.1390682	0.002576632	0.02447613	0.002016131	1.6464274	0.054175	0.031315	0.081826	0.284495	0.28818	0.288531	0.331347	0.342085	0.336575	0.003088	0.003644	0.003016	0.002713	7.02E-04	0	0.012306	0.010267	0.010658	0.001525	0	0.001557	0.333709	0.258446	0.238367	0.61205	0.593387	0.592255	0.089689	0.073901	0.080746	0.114921	0.078683	4.199819	0.099431	0.763692	0.060281	66.952274
MAG-275	90.9	4.545	68.175	Present	Present	Present	20	High	0.66	18110	5632022	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	CK	2.734131895	1.50E-04	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	0	0.0867526	0.06072242	0.10964253	0.042360727	0.04438487	0.04476045	0.022218708	0.019871391	0.020744668	0.001895916	0.002080601	0.0020292	0.007280489	0.007176777	0.006622208	0.010512806	0.013645142	0.013183031	6.53E-04	5.37E-04	5.36E-04	0.039619315	0.031027758	0.030444061	0.049082894	0.049834613	0.050471865	0.014952257	0.012214252	0.012582551	0.025451923	0.047728013	0.063686885	0.040280186	0.04356253	0.014024538	0.005825981	3.918204	2.979053	4.768234	1.471358	1.60255	1.64116	0.715717	0.663007	0.728972	0.068624	0.078485	0.065998	0.234806	0.233712	0.212953	0.365881	0.511658	0.500226	0.015446	0	0	1.446952	1.174389	1.131015	1.597716	1.705302	1.718365	0.439668	0.386966	0.40809	1.542033	1.805416	2.012357	1.356462	1.416765	0.46191	0.246607
MAG-276	72.59	1.919	62.995	Present	Absent	Present	17	Medium	0.702	6324	4119127	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	CK	2.714946904	1.76E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.05869	0.01580535	0.098167576	0.03527017	0.03646367	0.037476256	0.04432493	0.028825644	0.027981574	7.50E-04	8.66E-04	9.03E-04	0.001346232	0.001229534	0.001252302	0.002501884	0.002694941	0.002880186	7.56E-04	6.81E-04	8.22E-04	0.001333714	0.001094666	0.001098945	0.00153544	0.001538554	0.001505335	0.001797817	0.001826522	0.001780698	0.055483554	0.024532571	0.04179109	0.001655197	0.052081596	0.0056757	0.002258114	2.718701	0.79764	4.404528	1.227735	1.343647	1.384754	1.45138	1.034454	1.007287	0	0	0	0	0	0	0.066795	0.078402	0.090528	0	0	0	0	0	0	0	0	0	0	0	0	3.295389	0.959665	1.378485	0	1.807802	0.170707	0.089501
