Protein	Original Contig	Protein FDR Confidence: Combined	Master	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Modifications	Cd_1	Cd_2	Cd_3	Ni_1	Ni_2	Ni_3	Cr_1	Cr_2	Cr_3	CK_1	CK_2	CK_3
custom_2271332_8	custom_2271332_8	High	IsMasterProtein	0	5.697	9	3	3	2	1	7.71	3	0	-	1324	1055	1124	25372	20879	24658	0	5574	4827	0	0	0
custom_692264_1	custom_692264_1	High	IsMasterProtein	0	5.697	10	2	6	1	1	16.02	2	0	-	4785	6072	5840	0	0	0	0	0	0	942	1131	999
WP_135211313.1	custom_574508_10	High	IsMasterProtein	0	5.696	6	2	3	1	1	7.77	2	0	-	0	0	0	0	0	0	1707	2057	1852	1612	1628	1379
WP_119718228.1	custom_756767_12	High	IsMasterProtein	0	5.695	4	3	6	1	1	13.58	3	1	-	1453	1456	1657	289	688	296	2179	1070	1119	769	0	1160
WP_116535887.1	custom_187244_5	High	IsMasterProtein	0	5.693	24	2	11	1	1	28.16	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
OUT74807.1	custom_1378538_1	High	IsMasterProtein	0	5.69	3	1	4	1	1	4.57	1	0	-	0	0	0	346	241	368	0	0	0	361	485	391
WP_121243214.1	custom_592418_4	High	IsMasterProtein	0	5.686	4	2	16	1	1	36.77	2	0	-	943	896	807	0	0	0	18744	15710	21298	0	1626	1649
custom_1988688_104	custom_1988688_104	High	IsMasterProtein	0	5.685	7	2	2	2	1	6.36	2	0	-	1246	1553	1181	0	0	0	0	2683	872	494	336	0
custom_1406780_24	custom_1406780_24	High	IsMasterProtein	0	5.682	29	2	2	2	1	5.83	2	0	-	3958	3763	1903	0	0	0	0	0	0	0	0	0
custom_797905_4	custom_797905_4	High	IsMasterProtein	0	5.681	3	2	4	2	1	8.39	2	0	-	1485	1655	1752	3711	4815	4278	1277	1804	945	3776	3380	4854
WP_015434858.1	custom_2249326_1	High	IsMasterProtein	0	5.68	6	2	4	2	1	10.15	2	0	-	262	268	4548	969	936	392	7754	7614	6540	596	693	0
custom_1757149_34	custom_1757149_34	High	IsMasterProtein	0	5.678	7	2	3	2	1	8.65	2	0	-	753	695	865	960	1152	1088	4160	4021	3788	0	0	265
custom_1468545_1	custom_1468545_1	High	IsMasterProtein	0	5.676	8	3	11	1	1	21.32	3	0	-	108	124	133	0	0	0	0	0	0	313	326	255
WP_083902980.1	custom_218355_4	High	IsMasterProtein	0	5.672	8	2	5	2	1	9.01	2	0	-	0	0	0	0	0	0	0	0	0	3925	4127	3917
WP_066886501.1	custom_2149781_17	High	IsMasterProtein	0	5.671	5	2	3	2	1	7.65	2	0	-	832	3219	4088	0	1778	1586	2783	4039	3750	0	190	332
custom_1757149_31	custom_1757149_31	High	IsMasterProtein	0	5.668	9	2	3	2	1	8.91	2	0	-	2872	2649	2152	337	0	0	0	0	611	2301	2555	1337
custom_211572_45	custom_211572_45	High	IsMasterProtein	0	5.667	27	2	4	2	1	12.68	2	0	-	755	751	3085	193	183	674	2147	3290	0	0	0	562
custom_2144991_18	custom_2144991_18	High	IsMasterProtein	0	5.664	3	2	10	1	1	18.12	2	0	-	450	493	581	0	0	0	2074	2941	3467	0	0	0
WP_110524327.1	custom_1901721_1	High	IsMasterProtein	0	5.664	10	2	4	1	1	9.72	2	0	-	1593	0	2191	0	0	0	0	0	0	0	0	0
WP_014197822.1	custom_1879254_2	High	IsMasterProtein	0	5.663	6	2	4	1	1	9.28	2	0	-	1202	0	0	902	0	0	0	0	0	782	1015	885
RTL54288.1	custom_491096_1	High	IsMasterProtein	0	5.663	24	2	10	1	1	25.72	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
OQY67604.1	custom_636165_1	High	IsMasterProtein	0	5.663	2	2	3	1	1	7.54	2	0	-	0	322	330	2306	3534	3327	460	739	0	1417	1715	1942
WP_121352471.1	custom_364387_1	High	IsMasterProtein	0	5.66	5	2	7	1	1	12.04	2	0	-	0	0	0	551	629	492	0	0	0	750	0	518
custom_177090_2	custom_177090_2	High	IsMasterProtein	0	5.652	6	1	4	1	1	18.39	1	0	-	0	0	0	0	356	433	18278	22897	22033	3899	3465	3740
custom_2617533_2	custom_2617533_2	High	IsMasterProtein	0	5.651	12	1	5	1	1	20.05	1	0	-	447	385	280	1379	1211	1236	1539	0	736	396	390	0
ODU09934.1	custom_1873801_6	High	IsMasterProtein	0	5.65	11	3	13	1	1	30.87	3	0	-	650	500	601	2249	506	1422	0	0	0	1475	1173	1343
custom_103292_8	custom_103292_8	High	IsMasterProtein	0	5.649	3	2	2	2	1	4.56	2	0	-	1842	1533	1394	0	0	0	3104	4260	4501	179	0	248
PZQ74733.1	custom_654117_2	High	IsMasterProtein	0	5.648	3	2	3	1	1	7.4	2	0	-	989	967	0	129	180	0	0	908	954	0	0	0
WP_085412445.1	custom_1610278_1	High	IsMasterProtein	0	5.647	3	2	3	1	1	7.72	2	0	-	693	760	747	243	0	0	0	0	1076	508	513	633
custom_323074_2	custom_323074_2	High	IsMasterProtein	0	5.646	6	2	2	2	1	3.88	2	0	-	297	0	0	990	1091	1097	0	0	0	0	0	0
WP_078921760.1	custom_912962_1	High	IsMasterProtein	0	5.644	12	2	9	1	1	22.31	2	0	-	0	0	0	627	837	1062	755	0	0	478	894	0
custom_1950168_1	custom_1950168_1	High	IsMasterProtein	0	5.644	28	2	8	1	1	21.79	2	0	-	0	2056	1750	16019	14770	14398	2729	0	0	0	0	0
custom_2261535_10	custom_2261535_10	High	IsMasterProtein	0	5.641	9	2	4	1	1	10.54	2	0	-	1410	1368	1588	2588	3695	2811	1912	1857	1672	0	0	0
OGT18720.1	custom_1621822_6	High	IsMasterProtein	0	5.638	12	1	3	1	1	12.06	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RTL70535.1	custom_1690443_3	High	IsMasterProtein	0	5.634	6	2	3	1	1	6.97	2	0	-	0	0	0	0	0	0	0	0	0	2627	2069	2567
WP_058538903.1	custom_2238630_19	High	IsMasterProtein	0	5.624	3	2	3	1	1	6.74	2	0	-	0	0	0	757	674	0	0	0	0	1013	0	0
WP_088263495.1	custom_2616507_1	High	IsMasterProtein	0	5.623	5	2	5	1	1	7.26	2	1	-	2982	2344	2908	630	1023	1244	3165	7866	5449	1229	3185	3022
OGQ58253.1	custom_1204344_1	High	IsMasterProtein	0	5.622	2	2	9	2	1	24.12	2	0	-	0	428	547	949	743	884	0	0	585	0	0	0
custom_1399659_9	custom_1399659_9	High	IsMasterProtein	0	5.621	9	1	2	1	1	8.11	1	0	-	718	0	312	0	0	0	0	0	0	0	0	0
custom_482622_37	custom_482622_37	High	IsMasterProtein	0	5.62	7	1	1	1	1	3.44	1	0	-	936	866	612	0	0	0	536	0	790	0	0	0
custom_630503_2	custom_630503_2	High	IsMasterProtein	0	5.619	10	3	3	3	1	6.76	3	0	-	0	0	0	401	0	0	7374	5708	3203	0	1002	0
OPY01703.1	custom_2065244_1	High	IsMasterProtein	0	5.615	5	2	6	1	1	13.54	2	0	-	0	0	0	1020	0	1015	13571	13495	11369	0	0	0
WP_068808445.1	custom_1600464_1	High	IsMasterProtein	0	5.613	27	2	4	1	1	9.72	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_079435545.1	custom_2267482_1	High	IsMasterProtein	0	5.613	2	2	2	1	1	5.38	2	0	-	4316	3933	4032	0	1669	1811	2742	2937	3154	0	0	0
WP_003293686.1	custom_658823_1	High	IsMasterProtein	0	5.612	13	2	4	2	1	9.86	2	0	-	308	0	393	414	594	648	0	0	0	1128	1105	1617
custom_461493_14	custom_461493_14	High	IsMasterProtein	0	5.612	21	2	8	1	1	21.76	2	0	-	0	0	0	837	768	847	32185	31980	31427	7136	6207	6724
custom_2373643_52	custom_2373643_52	High	IsMasterProtein	0	5.612	9	1	1	1	1	4.35	1	0	-	0	0	0	758	850	720	0	0	0	0	0	0
WP_028475509.1	custom_1567145_1	High	IsMasterProtein	0	5.611	7	2	10	1	1	24.6	2	0	-	0	0	0	0	0	0	3779	0	1828	2286	2171	2203
WP_079435302.1	custom_1402065_4	High	IsMasterProtein	0	5.611	4	2	2	2	1	5.88	2	0	-	0	0	0	685	228	575	0	0	0	2689	2491	2855
WP_018078571.1	custom_1075669_9	High	IsMasterProtein	0	5.607	11	2	2	1	1	4.12	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
ART37586.1	custom_726740_1	High	IsMasterProtein	0	5.602	8	2	6	1	1	15.49	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RTL42882.1	custom_307934_1	High	IsMasterProtein	0	5.601	6	1	3	1	1	10.94	1	0	-	297	185	0	562	783	513	0	0	0	0	0	0
custom_1355008_2	custom_1355008_2	High	IsMasterProtein	0	5.6	14	3	4	3	1	8.39	3	0	-	1726	1303	1149	0	2174	2477	0	0	0	2381	2306	2148
RTL24625.1	custom_56899_1	High	IsMasterProtein	0	5.598	4	2	2	1	1	5.07	2	0	-	0	0	0	541	685	641	0	0	0	175	0	0
custom_2051367_84	custom_2051367_84	High	IsMasterProtein	0	5.597	5	2	4	2	1	11.11	2	0	-	448	0	0	0	0	0	0	0	0	289	0	299
WP_028445226.1	custom_428491_1	High	IsMasterProtein	0	5.596	7	2	4	1	1	10	2	0	-	1468	1412	1604	448	628	933	0	0	0	0	1277	1007
custom_793137_2	custom_793137_2	High	IsMasterProtein	0	5.596	30	2	4	2	1	10	2	0	-	420	525	397	4060	3540	3668	3009	0	2305	0	714	1253
WP_135188630.1	custom_1312745_1	High	IsMasterProtein	0	5.595	9	2	5	1	1	9.56	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_090717658.1	custom_2615412_88	High	IsMasterProtein	0	5.594	6	2	4	1	1	9.36	2	0	-	1298	879	0	1025	839	936	8048	8475	9639	10450	10401	9361
WP_109724649.1	custom_497543_2	High	IsMasterProtein	0	5.593	10	1	4	1	1	7.8	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_57687_59	custom_57687_59	High	IsMasterProtein	0	5.591	8	1	2	1	1	5.5	1	0	-	3535	2221	811	0	0	287	0	0	0	0	0	0
WP_109039507.1	custom_2503294_10	High	IsMasterProtein	0	5.59	12	2	4	1	1	6.23	2	0	-	1419	1855	1656	0	0	0	0	0	7678	1519	1374	1730
CDW93318.1	custom_2327447_2	High	IsMasterProtein	0	5.588	5	2	6	1	1	14.87	2	0	-	321	302	316	0	0	0	0	0	0	779	653	0
TAK62445.1	custom_1944838_1	High	IsMasterProtein	0	5.588	6	2	4	1	1	9.53	2	1	-	17581	23674	25097	0	0	0	3431	5939	6408	5178	5142	3109
custom_809000_3	custom_809000_3	High	IsMasterProtein	0	5.585	16	1	3	1	1	10	1	0	-	388	548	677	1024	1232	836	0	0	0	286	293	0
WP_012697395.1	custom_2081782_24	High	IsMasterProtein	0	5.582	20	1	2	1	1	2.37	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1225916_2	custom_1225916_2	High	IsMasterProtein	0	5.581	25	1	2	1	1	7.62	1	0	-	2091	2600	2808	0	0	286	0	0	0	0	472	580
custom_1726764_33	custom_1726764_33	High	IsMasterProtein	0	5.58	16	2	4	2	1	7.34	2	0	-	351	0	0	0	0	0	0	0	1513	1762	1680	1476
WP_135706878.1	custom_1845033_1	High	IsMasterProtein	0	5.579	6	2	5	2	1	11.74	2	0	-	3227	2921	1946	1111	0	718	4407	4330	4226	5358	6329	6347
KGA11706.1	custom_404838_15	High	IsMasterProtein	0	5.578	3	2	11	1	1	26.93	2	0	-	40507	38677	36151	62898	57629	62827	0	0	0	33261	29960	29264
custom_1553011_1	custom_1553011_1	High	IsMasterProtein	0	5.575	18	2	2	1	1	4.78	2	0	-	360	0	0	699	693	0	3263	0	1035	861	701	758
RTL28737.1	custom_590288_1	High	IsMasterProtein	0	5.575	3	2	2	2	1	5.09	2	0	-	1227	1118	1189	1630	984	1209	0	6326	2340	0	276	892
custom_692264_1	custom_692264_1	High	IsMasterProtein	0	5.574	13	2	3	1	1	6.73	2	0	-	0	0	0	0	30	0	1999	2881	2669	0	0	0
KPK58422.1	custom_2265924_1	High	IsMasterProtein	0	5.573	14	1	1	1	1	5.22	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_036594134.1	custom_1238453_1	High	IsMasterProtein	0	5.572	2	2	2	2	1	5.04	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1676754_2	custom_1676754_2	High	IsMasterProtein	0	5.571	3	2	4	1	1	10.83	2	0	-	0	0	0	0	0	0	0	0	0	682	512	582
GBE45797.1	custom_2592687_1	High	IsMasterProtein	0	5.569	2	2	4	0	1	6.34	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_085378471.1	custom_1248952_1	High	IsMasterProtein	0	5.568	3	1	5	1	1	6.26	1	0	-	0	0	0	9741	6305	8419	0	0	0	0	0	0
CAI09382.1	custom_2538655_1	High	IsMasterProtein	0	5.568	4	2	4	1	1	11.4	2	0	-	443	332	428	3427	3007	3539	0	0	0	0	0	0
WP_015437430.1	custom_27835_7	High	IsMasterProtein	0	5.565	6	2	5	2	1	11.88	2	0	-	7537	1217	614	6974	6482	5456	3182	0	0	3438	4089	3711
WP_102295188.1	custom_715433_12	High	IsMasterProtein	0	5.564	9	2	2	2	1	2.11	2	0	-	373	909	781	2578	2335	2385	0	0	0	0	0	0
custom_225313_12	custom_225313_12	High	IsMasterProtein	0	5.563	16	2	4	2	1	9.36	2	0	-	9054	7386	8102	21718	202	0	17208	16708	14951	0	1086	844
custom_1367178_3	custom_1367178_3	High	IsMasterProtein	0	5.562	10	2	3	1	1	4.44	2	0	-	402	522	0	0	0	0	0	0	0	0	596	652
custom_1170661_35	custom_1170661_35	High	IsMasterProtein	0	5.56	12	2	2	1	1	5.71	2	0	-	0	0	0	445	289	396	0	0	0	0	0	0
WP_052630552.1	custom_2253256_3	High	IsMasterProtein	0	5.558	13	2	3	1	1	8.83	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_078706720.1	custom_1156490_1	High	IsMasterProtein	0	5.558	4	2	5	1	1	11.86	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2047903_3	custom_2047903_3	High	IsMasterProtein	0	5.558	2	1	5	1	1	10.95	1	0	-	701	495	0	1479	1671	1415	2672	3624	2477	0	333	0
custom_271471_11	custom_271471_11	High	IsMasterProtein	0	5.555	8	2	7	2	1	13.89	2	0	-	2230	2481	3055	7161	5488	5442	3985	4634	3388	6610	4683	4302
GAO42683.1	custom_2307351_1	High	IsMasterProtein	0	5.555	6	1	4	1	1	3.95	1	0	-	0	0	0	0	0	0	7987	7838	9479	0	0	0
custom_1424547_3	custom_1424547_3	High	IsMasterProtein	0	5.555	11	2	8	0	1	14.48	2	1	-	207	191	198	411	527	490	0	0	0	0	0	0
custom_2098585_18	custom_2098585_18	High	IsMasterProtein	0	5.554	5	2	9	2	1	24.4	2	0	-	3008	3119	3159	4612	5285	5725	35070	30904	28762	869	960	718
WP_097278717.1	custom_1088483_1	High	IsMasterProtein	0	5.554	7	2	8	2	1	18.97	2	0	-	2588	2335	2553	0	0	0	5406	5430	6262	1924	2468	1966
WP_014203122.1	custom_2622959_1	High	IsMasterProtein	0	5.548	6	2	3	1	1	8.78	2	0	-	2969	2957	2980	0	0	0	1921	3396	3428	8848	8703	8114
WP_102040908.1	custom_2442944_1	High	IsMasterProtein	0	5.545	1	2	3	1	1	8.97	2	0	-	0	0	0	1978	2302	2155	1006	0	0	300	0	0
WP_088811943.1	custom_1295656_2	High	IsMasterProtein	0	5.544	18	2	8	1	1	8.17	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_681527_5	custom_681527_5	High	IsMasterProtein	0	5.543	6	2	6	2	1	13.5	2	0	-	7848	5968	6516	3790	4264	3279	2147	6006	0	3754	1931	1862
custom_2386055_72	custom_2386055_72	High	IsMasterProtein	0	5.542	23	2	3	2	1	6.49	2	0	-	5212	4960	2295	0	189	136	0	0	0	882	1096	1082
custom_843809_17	custom_843809_17	High	IsMasterProtein	0	5.542	2	2	5	1	1	11.44	2	0	-	2859	2375	2465	1657	2033	2304	0	0	0	0	0	0
WP_124704661.1	custom_62907_16	High	IsMasterProtein	0	5.539	17	2	11	1	1	20.76	2	0	-	475	528	436	0	0	0	0	0	0	0	367	346
WP_012202457.1	custom_457348_46	High	IsMasterProtein	0	5.536	14	1	1	1	1	3.43	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_054125282.1	custom_2506247_1	High	IsMasterProtein	0	5.536	7	2	2	1	1	4.74	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_053422324.1	custom_228124_2	High	IsMasterProtein	0	5.534	8	1	3	1	1	12.21	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_124961768.1	custom_410233_1	High	IsMasterProtein	0	5.533	4	2	3	1	1	7.49	2	0	-	5387	4726	5062	0	0	0	0	0	0	0	0	0
TAK91950.1	custom_372514_2	High	IsMasterProtein	0	5.533	5	2	12	1	1	29.07	2	0	-	2028	2152	1721	0	0	0	0	0	0	11587	11549	10822
custom_1884728_15	custom_1884728_15	High	IsMasterProtein	0	5.532	2	2	4	2	1	9.95	2	0	-	0	0	837	682	469	526	1141	920	0	0	0	0
TAK85819.1	custom_1482780_1	High	IsMasterProtein	0	5.528	4	2	2	1	1	4.54	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_094822040.1	custom_1541150_2	High	IsMasterProtein	0	5.527	4	2	4	2	1	6.77	2	0	-	1446	1494	1558	405	0	0	0	0	866	14138	14481	14604
WP_012171885.1	custom_1396210_1	High	IsMasterProtein	0	5.526	9	2	3	2	1	6.11	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_067109846.1	custom_2036263_1	High	IsMasterProtein	0	5.523	6	2	4	1	1	10.5	2	0	-	8158	8169	8169	301	740	891	3642	5160	5099	1213	0	0
WP_068608689.1	custom_12231_1	High	IsMasterProtein	0	5.523	3	2	7	1	1	12.25	2	0	-	0	897	936	0	0	0	0	0	881	820	821	880
KMY86703.1	custom_564955_2	High	IsMasterProtein	0	5.517	17	2	3	1	1	5.9	2	0	-	685	726	910	2954	3685	2802	0	0	0	0	0	304
custom_425316_31	custom_425316_31	High	IsMasterProtein	0	5.517	7	2	2	2	1	4.51	2	0	-	1776	2007	318	1846	1926	1701	0	0	0	9667	7592	6919
custom_1855743_21	custom_1855743_21	High	IsMasterProtein	0	5.511	25	1	2	1	1	8.7	1	0	-	0	0	0	0	0	0	0	0	0	9660	10637	9648
WP_082541028.1	custom_295881_3	High	IsMasterProtein	0	5.5	7	2	2	1	1	5.35	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_932774_60	custom_932774_60	High	IsMasterProtein	0	5.499	11	2	5	1	1	10.64	2	1	-	0	455	866	6792	6506	7362	7904	5800	6360	2111	4913	4498
WP_002923771.1	custom_1381972_3	High	IsMasterProtein	0	5.499	5	2	2	2	1	5.72	2	0	-	661	615	548	1190	1383	1288	0	0	0	0	0	0
custom_1112459_44	custom_1112459_44	High	IsMasterProtein	0	5.499	5	2	4	2	1	10.12	2	0	-	1723	1441	1504	534	183	234	0	0	0	966	1045	0
WP_045364616.1	custom_2198497_1	High	IsMasterProtein	0	5.497	6	2	5	1	1	11.06	2	0	-	343	0	224	0	0	0	1606	2083	1976	0	0	0
custom_1240089_28	custom_1240089_28	High	IsMasterProtein	0	5.496	7	2	4	2	1	10.87	2	0	-	740	759	808	0	0	0	2890	0	1764	0	0	0
custom_2339271_5	custom_2339271_5	High	IsMasterProtein	0	5.494	12	2	5	1	1	10.83	2	0	-	0	0	0	6638	4823	5192	2178	3126	2782	1165	0	1139
custom_2410029_20	custom_2410029_20	High	IsMasterProtein	0	5.494	8	2	3	1	1	6.86	2	1	-	4149	4151	4167	551	580	582	7004	6802	6722	1676	1265	1496
OJW50927.1	custom_773688_3	High	IsMasterProtein	0	5.491	10	2	3	1	1	8.84	2	0	-	1261	988	713	309	0	580	0	0	0	1196	1027	1135
OJW52330.1	custom_2565989_15	High	IsMasterProtein	0	5.491	11	1	1	1	1	3.59	1	0	-	1976	0	1038	0	0	0	1817	8295	9488	0	0	0
custom_1721474_7	custom_1721474_7	High	IsMasterProtein	0	5.49	17	2	4	2	1	9.76	2	0	-	1228	1525	1298	0	0	0	0	0	0	3624	4387	0
ELN95533.1	custom_821618_1	High	IsMasterProtein	0	5.489	9	1	2	1	1	1.62	1	0	-	152	330	0	1116	815	747	0	0	0	3240	2842	3557
KJS19400.1	custom_504233_1	High	IsMasterProtein	0	5.488	5	2	4	2	1	9.75	2	0	-	0	291	891	2094	1566	1397	5774	9423	9638	257	910	0
WP_125094584.1	custom_1079135_1	High	IsMasterProtein	0	5.488	5	1	3	1	1	9.71	1	0	-	0	0	0	0	0	0	0	0	0	6487	6933	6739
OLD77171.1	custom_2296743_2	High	IsMasterProtein	0	5.486	8	2	5	2	1	12.55	2	0	-	3086	3295	4126	0	0	0	0	0	0	8280	9074	8746
WP_053419897.1	custom_2009053_21	High	IsMasterProtein	0	5.484	12	2	3	1	1	6.28	2	0	-	0	0	0	1540	1341	1710	0	0	0	726	0	0
custom_498948_19	custom_498948_19	High	IsMasterProtein	0	5.483	14	2	6	1	1	14.87	2	0	-	0	0	0	242	373	337	0	0	0	0	160	0
OIP24475.1	custom_241796_1	High	IsMasterProtein	0	5.481	14	2	2	1	1	2.24	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_908686_24	custom_908686_24	High	IsMasterProtein	0	5.479	19	2	2	1	1	5.55	2	0	-	0	0	0	0	0	0	0	0	0	2985	2968	0
custom_1070952_6	custom_1070952_6	High	IsMasterProtein	0	5.476	17	2	4	2	1	11.95	2	0	-	6185	1174	5417	4490	5567	5515	0	0	0	4088	4769	6939
custom_90585_120	custom_90585_120	High	IsMasterProtein	0	5.473	6	2	3	1	1	6.3	2	1	-	405	400	290	0	0	0	0	0	0	184	0	250
custom_1339540_3	custom_1339540_3	High	IsMasterProtein	0	5.472	5	2	3	1	1	9.35	2	0	-	755	891	1197	932	1457	1034	3340	0	0	0	0	278
custom_1606414_2	custom_1606414_2	High	IsMasterProtein	0	5.472	9	2	11	1	1	28.6	2	0	-	13812	11222	13572	2934	2944	2535	0	0	712	0	1446	1156
custom_713679_13	custom_713679_13	High	IsMasterProtein	0	5.472	6	1	6	1	1	13.16	1	0	-	356	354	413	0	0	0	13985	16482	15571	0	0	0
RYF74753.1	custom_2596476_121	High	IsMasterProtein	0	5.469	7	1	8	1	1	19.27	1	0	-	3964	4109	5481	2578	3476	3574	10790	9794	7925	2982	2851	2950
custom_1607093_14	custom_1607093_14	High	IsMasterProtein	0	5.468	12	2	3	2	1	6.65	2	0	-	577	431	0	1099	1056	282	2568	2969	2796	2817	3094	2064
WP_102033080.1	custom_1208519_1	High	IsMasterProtein	0	5.466	6	2	2	2	1	4.02	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
TAN46770.1	custom_1807481_1	High	IsMasterProtein	0	5.465	6	2	3	1	1	5.2	2	0	-	1281	1364	1537	0	0	0	0	0	0	0	0	0
custom_1226241_2	custom_1226241_2	High	IsMasterProtein	0	5.465	6	2	2	1	1	5.2	2	0	-	0	0	0	621	634	0	0	0	0	0	0	0
custom_1420800_10	custom_1420800_10	High	IsMasterProtein	0	5.464	12	2	2	2	1	5.21	2	0	-	1594	1938	1373	599	299	599	1728	4674	4320	860	957	385
WP_056929154.1	custom_171592_1	High	IsMasterProtein	0	5.464	9	2	7	2	1	15.13	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RGE42347.1	custom_1040218_1	High	IsMasterProtein	0	5.462	4	2	2	2	1	4.27	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_908364_4	custom_908364_4	High	IsMasterProtein	0	5.461	19	2	3	2	1	6.06	2	0	-	1539	2064	2138	579	0	0	2669	2562	2423	4786	5241	5552
custom_2350624_14	custom_2350624_14	High	IsMasterProtein	0	5.455	18	2	3	1	1	7.9	2	1	-	0	0	1598	0	995	0	0	0	0	2651	7105	2537
custom_2051367_69	custom_2051367_69	High	IsMasterProtein	0	5.455	8	2	5	2	1	11.62	2	0	-	1258	1165	1190	0	0	0	0	0	0	0	0	0
custom_1172684_27	custom_1172684_27	High	IsMasterProtein	0	5.447	5	2	2	2	1	2.15	2	0	-	624	681	842	500	552	404	0	0	0	924	888	1406
custom_431155_28	custom_431155_28	High	IsMasterProtein	0	5.447	15	1	4	1	1	13.93	1	0	-	6682	6368	6025	0	0	1711	2507	2432	2455	1403	1422	1312
custom_2474700_23	custom_2474700_23	High	IsMasterProtein	0	5.446	6	2	5	2	1	9.42	2	0	-	0	1855	0	1380	758	1344	1132	2072	1415	684	757	0
custom_2117902_1	custom_2117902_1	High	IsMasterProtein	0	5.445	18	2	3	2	1	8.36	2	0	-	0	2388	2663	3859	474	491	0	0	0	0	0	0
custom_2622248_7	custom_2622248_7	High	IsMasterProtein	0	5.444	4	2	3	2	1	8.83	2	0	-	0	457	0	565	489	343	0	0	0	0	0	0
WP_018990758.1	custom_747057_9	High	IsMasterProtein	0	5.443	8	2	3	2	1	6.82	2	0	-	0	0	0	0	0	0	0	0	0	1423	1252	1172
WP_013029494.1	custom_348740_108	High	IsMasterProtein	0	5.441	8	1	6	1	1	9.56	1	0	-	1867	2153	3645	6357	7672	7365	0	0	0	2160	1669	1437
WP_123589480.1	custom_2668230_15	High	IsMasterProtein	0	5.439	6	2	4	2	1	10.52	2	0	-	1883	0	2047	558	714	717	6992	4998	2571	3028	2845	3146
custom_1441411_1	custom_1441411_1	High	IsMasterProtein	0	5.436	13	1	14	1	1	32.4	1	0	-	82155	84946	81392	157314	175222	160593	6563	4026	7190	27308	27015	26083
RPJ48138.1	custom_91637_4	High	IsMasterProtein	0	5.434	12	2	4	1	1	8.31	2	0	-	1832	1460	1481	0	133	0	0	0	0	0	0	0
PKO24965.1	custom_1184044_1	High	IsMasterProtein	0	5.433	4	2	3	2	1	7.18	2	0	-	1848	1571	1913	2288	2702	2971	0	867	0	0	173	0
RUQ37424.1	custom_1455919_4	High	IsMasterProtein	0	5.431	6	1	1	1	1	3.8	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_461493_15	custom_461493_15	High	IsMasterProtein	0	5.43	12	2	11	1	1	20.91	2	0	-	0	0	0	0	0	0	0	0	0	3123	3281	3338
WP_027458401.1	custom_2934_21	High	IsMasterProtein	0	5.425	4	2	4	1	1	10.24	2	0	-	0	0	0	548	693	535	0	0	0	431	0	632
custom_986625_123	custom_986625_123	High	IsMasterProtein	0	5.425	22	2	2	2	1	5.54	2	0	-	6142	6229	6471	11628	10256	9151	1812	2353	2250	12378	8687	11518
custom_1776680_18	custom_1776680_18	High	IsMasterProtein	0	5.425	10	2	5	2	1	8.37	2	0	-	196	254	0	369	327	487	0	0	0	2934	2917	2677
WP_058346235.1	custom_992416_1	High	IsMasterProtein	0	5.422	3	1	4	1	1	11.69	1	0	-	438	598	1113	480	364	999	441	599	0	0	0	0
KPK04483.1	custom_931863_1	High	IsMasterProtein	0	5.42	4	1	1	1	1	4.04	1	0	-	1609	1743	1583	960	912	1053	0	0	0	1511	1422	1511
WP_068672920.1	custom_1916954_1	High	IsMasterProtein	0	5.419	3	1	5	1	1	11.72	1	0	-	7157	7681	7729	373	998	352	0	2410	2468	905	830	860
WP_053843064.1	custom_813038_2	High	IsMasterProtein	0	5.417	8	2	4	2	1	9.84	2	0	-	4279	4303	4723	235	226	250	2182	2322	0	1042	798	640
